,Gene_Name,Series1_NHBE_Mock_1,Series1_NHBE_Mock_2,Series1_NHBE_Mock_3,Series1_NHBE_SARS-CoV-2_1,Series1_NHBE_SARS-CoV-2_2,Series1_NHBE_SARS-CoV-2_3
13160,GABBR1,399,489,497,418,369,1133
13161,ZFP57,14,23,23,24,34,95
13162,HLA-F,26,8,16,33,15,39
13166,HLA-G,72,68,111,87,58,186
13169,HLA-A,3580,3670,4841,4637,3173,8763
13172,ZNRD1,140,120,156,97,117,342
13173,PPP1R11,953,751,1300,858,889,2584
13174,RNF39,118,118,208,131,109,325
13175,TRIM31,5,10,7,9,8,20
13176,TRIM40,0,0,0,1,0,0
13177,TRIM26,1192,1097,1732,1016,951,2800
13181,TRIM39,131,132,161,118,132,392
13182,RPP21,0,0,0,0,0,1
13183,HLA-E,2232,2280,3542,2446,1976,5797
13184,GNL1,776,782,1286,711,701,1895
13185,PRR3,77,70,104,76,76,247
13186,ABCF1,1446,1321,1933,1378,1355,4053
13187,PPP1R10,1640,1366,2013,1444,1509,4303
13188,MRPS18B,446,384,631,299,364,982
13189,ATAT1,110,139,173,125,127,331
13190,C6orf136,237,221,311,191,217,684
13191,DHX16,1125,898,1308,925,873,2586
13192,PPP1R18,2966,2879,4069,2855,2915,8911
13193,NRM,102,81,112,73,66,204
13194,MDC1,1026,968,1305,856,846,2647
13195,TUBB,10642,7945,14376,10781,10426,33407
13196,FLOT1,543,501,765,447,390,963
13197,IER3,3010,2823,4061,5630,4443,13702
13198,DDR1,9450,9263,12781,10682,9261,27474
13199,GTF2H4,234,241,357,244,197,633
13200,VARS2,302,254,394,225,229,711
13202,MUC21,16,11,19,25,29,69
13206,PSORS1C1,19,15,33,19,17,63
13209,CCHCR1,181,166,238,162,151,396
13210,TCF19,124,75,148,79,92,302
13211,POU5F1,110,123,147,119,116,319
13214,HLA-C,2231,2544,3494,2644,2146,5892
13215,HLA-B,553,592,796,791,582,1663
13216,MICA,884,897,1261,1021,887,2773
13219,MICB,198,149,272,218,187,665
13220,DDX39B,8,20,17,7,11,35
13224,NFKBIL1,138,156,208,192,113,457
13226,TNF,11,10,26,41,37,127
13227,LTB,11,10,17,38,29,71
13229,PRRC2A,3297,3125,4640,3625,2892,9028
13230,BAG6,2480,2241,3433,2702,2252,6502
13231,APOM,3,15,9,8,10,32
13232,C6orf47,302,258,385,272,263,704
13233,GPANK1,200,166,298,180,186,531
13234,CSNK2B,1238,1163,1600,1307,1070,3345
13235,LY6G5B,85,71,110,48,71,204
13236,LY6G5C,9,8,12,6,11,17
13237,ABHD16A,315,305,439,339,278,785
13238,LY6G6C,2,6,10,4,5,14
13239,DDAH2,150,126,196,173,125,367
13240,CLIC1,5065,4250,6625,4705,4742,14191
13243,VWA7,14,14,18,16,9,46
13244,VARS,843,763,1243,1053,831,2628
13245,LSM2,142,142,232,117,132,503
13246,HSPA1L,46,29,33,29,30,120
13247,HSPA1A,404,446,578,602,359,1265
13248,HSPA1B,322,366,582,477,287,963
13249,C6orf48,663,575,892,517,518,1601
13252,NEU1,839,751,992,725,639,1936
13254,EHMT2,480,499,596,516,386,1217
13255,C2,12,9,19,16,21,40
13257,CFB,322,277,375,952,986,2335
13258,NELFE,598,493,799,559,513,1577
13259,SKIV2L,606,613,958,688,575,1724
13260,STK19,158,116,240,149,106,342
13261,CYP21A2,2,5,7,3,5,24
13262,TNXB,7,21,10,9,6,33
13263,ATF6B,1917,1814,2595,1818,1660,4635
13264,FKBPL,65,69,119,74,88,209
13267,PPT2,87,104,156,59,72,245
13270,AGPAT1,1252,1236,1880,1172,1089,3269
13272,AGER,99,88,107,82,67,211
13273,PBX2,1319,1248,1923,1093,1184,3366
13274,GPSM3,76,59,105,84,67,205
13275,NOTCH4,0,5,1,14,5,13
13277,HLA-DRA,3,0,1,0,2,5
13278,HLA-DRB1,6,0,0,2,0,1
13279,HLA-DQA1,0,0,0,0,1,5
13280,HLA-DQB1,401,399,588,406,348,1031
13281,HLA-DOB,179,206,250,131,145,431
13282,TAP2,617,647,998,725,697,1980
13283,PSMB8,171,141,214,208,188,531
13284,TAP1,460,455,693,560,556,1551
13285,PSMB9,45,49,33,85,70,158
13287,HLA-DMB,1,0,0,2,0,4
13288,HLA-DMA,47,45,48,48,38,92
13289,BRD2,4682,3997,5870,3915,4002,12114
13291,HLA-DPA1,4,3,0,1,3,2
13292,HLA-DPB1,5,0,2,5,1,10
13293,COL11A2,22,30,26,13,8,44
13294,RXRB,632,642,1063,535,566,1550
13295,SLC39A7,3234,2761,4617,2859,2842,7815
13296,HSD17B8,67,65,89,62,42,114
13297,RING1,461,525,773,457,474,1207
13299,VPS52,647,571,988,602,536,1668
13300,RPS18,10871,8616,15037,9778,9995,27771
13301,B3GALT4,23,12,20,20,15,42
13302,WDR46,468,396,536,423,446,1266
13303,PFDN6,911,711,1286,836,953,2693
13304,RGL2,762,718,1016,694,556,1920
13305,TAPBP,2194,2376,3471,2533,2242,6508
13306,ZBTB22,157,166,244,171,151,384
13307,DAXX,670,546,933,649,629,1967
13308,KIFC1,124,99,183,101,90,256
13309,PHF1,329,280,417,343,293,844
13310,CUTA,532,569,896,537,469,1526
13311,SYNGAP1,225,267,397,215,197,601
13312,ZBTB9,153,129,220,159,124,428
13313,BAK1,889,782,1128,832,754,2167
13315,ITPR3,4322,3917,6024,4807,3841,11947
13316,IP6K3,15,11,22,6,10,16
13317,LEMD2,876,914,1372,800,790,2257
13318,GRM4,1,1,0,1,1,9
13319,HMGA1,6759,6881,9993,7899,5118,18559
13320,NUDT3,1,1,7,3,1,8
13321,RPS10,112,137,234,112,118,384
13322,PACSIN1,1,1,0,2,2,4
13323,SPDEF,69,74,93,107,71,241
13324,C6orf106,2577,2002,3393,1852,2027,5832
13325,SNRPC,1051,834,1377,789,849,2725
13326,UHRF1BP1,315,255,551,239,265,692
13327,TAF11,277,261,434,271,251,769
13328,ANKS1A,629,540,824,643,545,1690
13330,ZNF76,157,176,274,171,115,374
13331,DEF6,185,212,349,213,159,518
13332,PPARD,1242,1286,1732,1454,1044,3652
13333,FANCE,76,61,97,63,48,118
13334,RPL10A,4980,4002,6813,4116,4285,12521
13335,TEAD3,719,647,1069,796,604,1880
13336,TULP1,0,0,0,0,1,0
13337,FKBP5,2433,2041,3235,1322,1624,4167
13340,LHFPL5,0,0,0,0,0,1
13341,SRPK1,1858,1518,2892,1552,1650,4896
13343,MAPK14,585,505,958,468,483,1582
13344,MAPK13,1498,1352,2293,1505,1358,4162
13345,BRPF3,410,360,547,366,364,900
13346,PNPLA1,1,2,1,1,1,7
13350,KCTD20,381,334,692,349,359,1116
13351,STK38,1450,1258,2334,1066,1150,3375
13352,SRSF3,955,870,1719,773,834,2592
13353,CDKN1A,8839,8337,11890,8295,7517,22791
13354,RAB44,2,4,5,3,1,2
13356,PPIL1,485,348,771,414,399,1216
13357,C6orf89,1513,1371,2301,1260,1382,3931
13359,MTCH1,1838,1485,2292,1501,1457,4743
13361,PIM1,1096,989,1273,819,860,2358
13362,TMEM217,41,55,59,33,35,119
13363,TBC1D22B,436,317,624,313,344,950
13364,RNF8,660,489,891,432,523,1667
13367,ZFAND3,903,835,1335,784,769,2214
13368,BTBD9,308,315,441,297,267,826
13369,GLO1,889,754,1548,591,730,2342
13370,SAYSD1,60,68,103,54,45,181
13371,KCNK5,17,3,5,4,7,11
13372,KIF6,10,3,11,6,8,16
13374,MOCS1,127,130,178,130,97,329
13377,APOBEC2,2,6,4,0,2,6
13378,OARD1,369,322,447,255,296,800
13379,NFYA,596,591,1334,608,634,1778
13381,TREML1,6,5,6,2,6,11
13382,TREM2,92,88,136,87,69,192
13385,TREML4,0,0,0,0,0,3
13386,TREM1,28,19,46,31,30,64
13387,FOXP4,373,400,551,360,274,977
13390,TFEB,76,90,125,88,75,201
13391,FRS3,34,38,57,35,30,110
13393,TOMM6,1742,1420,2301,1198,1339,4168
13394,USP49,28,27,48,24,23,69
13395,MED20,295,265,455,224,209,739
13396,BYSL,261,297,357,280,263,842
13397,CCND3,541,510,745,610,475,1384
13398,TAF8,267,249,413,234,226,745
13401,GUCA1B,12,14,27,15,15,63
13402,MRPS10,396,415,856,358,347,1131
13403,TRERF1,522,532,717,396,401,1174
13404,UBR2,948,885,1473,721,801,2243
13405,PRPH2,0,0,0,0,0,3
13406,TBCC,167,168,204,162,164,354
13407,RPL7L1,928,859,1535,719,868,2331
13408,C6orf226,6,8,11,12,8,24
13409,CNPY3,312,259,438,284,300,777
13411,PEX6,312,286,422,334,272,786
13412,PPP2R5D,906,798,1429,811,807,2387
13413,MEA1,1419,1103,1911,1223,1209,4166
13414,KLHDC3,590,522,632,447,463,1418
13415,RRP36,726,641,1035,630,656,2262
13416,CUL7,603,569,765,538,494,1368
13417,MRPL2,197,211,245,209,189,480
13418,KLC4,213,235,300,203,195,515
13419,PTK7,1553,1520,2360,1456,1288,3464
13420,SRF,803,825,1122,830,657,2038
13421,CUL9,779,728,1107,691,662,1836
13422,DNPH1,135,147,204,165,96,413
13425,ZNF318,521,466,857,434,523,1458
13427,DLK2,60,54,101,42,45,113
13428,TJAP1,200,193,231,187,139,485
13430,YIPF3,1742,1575,2390,1603,1319,4436
13431,POLR1C,272,240,368,253,235,634
13432,XPO5,734,592,947,674,665,2044
13433,POLH,1073,943,1486,838,801,2464
13434,GTPBP2,1168,1218,1728,1316,1317,3840
13435,MAD2L1BP,304,216,347,225,248,762
13436,RSPH9,2,2,0,4,1,3
13437,MRPS18A,399,366,525,341,326,1121
13438,VEGFA,2325,2256,3341,2723,2770,8103
13440,MRPL14,506,398,669,455,441,1421
13441,TMEM63B,2396,2562,3267,2435,2123,6187
13443,SLC29A1,224,175,298,215,160,578
13444,HSP90AB1,19040,15426,26917,16794,19123,54791
13445,SLC35B2,1535,1259,1790,1462,1243,3337
13446,NFKBIE,91,99,157,132,118,377
13447,TMEM151B,2,0,0,1,2,11
13449,AARS2,478,479,687,510,446,1179
13450,CDC5L,1175,921,1720,867,1020,2976
13451,SUPT3H,57,81,162,63,65,209
13452,RUNX2,195,195,321,147,160,477
13454,ENPP4,16,24,58,21,21,42
13455,ENPP5,52,63,137,37,31,113
13457,CYP39A1,16,21,32,9,14,31
13458,SLC25A27,128,143,180,92,102,248
13460,PLA2G7,7,3,33,12,8,39
13462,TNFRSF21,3047,2865,4045,2385,2335,6774
13463,CD2AP,1320,1151,2194,1056,1140,3192
13465,MUT,354,266,543,249,266,797
13466,CENPQ,37,32,58,31,37,66
13468,CRISP3,1,2,1,0,0,1
13469,PKHD1,0,1,3,0,0,0
13470,MCM3,608,475,810,439,462,1348
13471,PAQR8,44,46,79,33,36,92
13472,EFHC1,98,103,161,79,106,225
13473,TRAM2,757,670,1134,591,681,1891
13475,TMEM14A,107,95,185,101,86,265
13476,GSTA1,1,0,0,0,0,0
13477,GSTA4,135,123,313,105,115,272
13478,ICK,323,311,570,263,268,776
13479,FBXO9,280,231,531,227,221,590
13480,GCM1,0,0,2,0,0,6
13481,ELOVL5,3005,2557,3785,1805,2378,6185
13483,GCLC,1829,1849,3204,1371,1409,3739
13484,KLHL31,14,13,38,3,13,49
13485,LRRC1,303,292,449,266,233,724
13487,MLIP,0,3,17,8,5,8
13489,FAM83B,634,608,1093,453,555,1565
13490,HMGCLL1,4,1,0,0,1,7
13491,COL21A1,13,16,35,17,14,46
13492,DST,16426,16220,30910,11612,12550,34899
13494,KIAA1586,30,26,71,31,34,84
13495,ZNF451,301,318,728,292,292,841
13496,BAG2,93,90,143,77,70,267
13497,RAB23,135,121,261,108,108,259
13498,PRIM2,119,75,165,88,97,314
13501,PTP4A1,1740,1661,4066,1559,1677,4674
13502,PHF3,1349,1280,2178,1052,1101,3034
13503,EYS,9,7,21,5,4,33
13505,LMBRD1,242,200,476,218,198,501
13506,FAM135A,208,192,462,198,180,466
13507,SMAP1,347,281,561,248,277,772
13508,B3GAT2,0,3,0,0,1,0
13509,OGFRL1,272,259,396,270,244,809
13512,RIMS1,0,2,3,1,2,1
13513,KCNQ5,83,59,134,60,68,213
13518,MTO1,267,203,356,192,231,647
13519,EEF1A1,61064,47893,74720,52085,55234,158236
13520,SLC17A5,312,281,685,287,268,769
13521,CD109,5636,5790,9697,3801,4027,11329
13522,COL12A1,1912,1576,2535,1956,2145,5342
13523,COX7A2,3583,2906,4374,1707,2638,7511
13524,TMEM30A,1090,1315,2800,1056,1131,3092
13527,SENP6,415,436,962,437,435,1118
13528,MYO6,2117,1961,3341,1615,1726,4661
13529,HTR1B,2,2,5,0,3,7
13530,IRAK1BP1,20,15,59,17,16,44
13531,PHIP,535,542,982,408,434,1057
13532,HMGN3,2177,1666,2428,1355,1715,4296
13533,LCA5,167,187,306,125,109,308
13535,ELOVL4,253,267,461,177,191,540
13536,TTK,62,51,165,46,59,127
13537,BCKDHB,124,99,214,88,119,280
13538,IBTK,616,614,1406,607,635,1626
13539,TPBG,1263,1193,1698,1238,1278,3319
13540,UBE3D,19,25,46,26,22,91
13541,PGM3,448,374,749,432,475,1434
13542,RWDD2A,39,32,33,36,46,124
13543,ME1,509,485,935,497,515,1509
13545,CYB5R4,132,134,294,143,140,352
13546,MRAP2,36,31,50,19,33,82
13547,TBX18,33,16,38,29,18,79
13548,NT5E,1565,1482,2959,1515,1574,5234
13549,SNX14,285,434,1020,355,351,925
13550,SYNCRIP,3771,3564,6784,3528,3709,9665
13553,ZNF292,482,541,997,429,439,1052
13556,C6orf163,4,6,14,6,10,33
13557,SLC35A1,133,165,287,125,118,331
13558,RARS2,528,465,830,452,516,1239
13559,ORC3,284,317,593,271,274,814
13560,AKIRIN2,260,315,589,246,219,668
13561,RNGTT,205,193,402,184,178,680
13563,SRSF12,1,2,4,2,0,4
13564,PM20D2,226,183,433,164,181,515
13566,UBE2J1,498,467,1099,453,479,1536
13567,RRAGD,81,60,93,47,46,91
13568,ANKRD6,358,296,492,225,254,853
13569,LYRM2,486,349,707,345,440,1122
13570,MDN1,995,804,1354,806,880,2565
13571,CASP8AP2,255,205,446,203,204,567
13572,BACH2,37,31,33,22,28,73
13573,MAP3K7,895,655,1216,773,733,2125
13576,UFL1,403,436,851,299,329,906
13577,GPR63,16,9,22,10,15,23
13578,NDUFAF4,78,59,120,46,64,149
13580,MMS22L,64,64,161,59,49,197
13581,FBXL4,152,143,282,164,140,431
13582,FAXC,114,95,172,100,101,276
13583,COQ3,187,145,264,114,129,515
13584,PNISR,3523,3116,4659,2524,2906,8325
13585,USP45,78,87,190,61,78,207
13587,CCNC,453,480,964,440,374,1155
13588,ASCC3,1525,1478,3171,1455,1507,3979
13589,GRIK2,8,6,7,5,4,30
13590,HACE1,80,67,108,42,74,187
13591,BVES,124,113,211,94,99,322
13593,POPDC3,57,72,139,68,67,179
13594,PREP,1521,1214,2053,1238,1424,3968
13595,PRDM1,156,129,251,217,220,651
13596,ATG5,366,345,583,303,310,866
13597,RTN4IP1,54,51,128,57,49,155
13598,QRSL1,205,215,393,156,212,595
13599,C6orf203,542,387,674,348,430,1144
13600,BEND3,76,80,174,98,89,229
13601,PDSS2,162,149,272,151,158,398
13602,SOBP,32,20,35,24,16,49
13603,SEC63,3002,2816,4385,2236,2577,6973
13604,OSTM1,364,386,663,384,346,1062
13606,SNX3,1879,1771,3116,1602,1525,4804
13607,FOXO3,688,593,1028,528,514,1467
13609,ARMC2,18,27,44,18,12,48
13610,SESN1,239,266,421,190,172,531
13613,CD164,751,740,1825,639,623,1645
13614,PPIL6,14,12,29,8,10,39
13615,SMPD2,96,92,143,95,98,287
13616,MICAL1,651,657,821,667,561,1608
13617,ZBTB24,189,142,293,139,151,469
13618,FIG4,175,137,293,155,129,368
13619,WASF1,332,307,460,338,319,993
13620,CDC40,320,290,548,239,229,798
13621,DDO,0,0,0,0,1,0
13622,CDK19,224,202,421,176,150,455
13623,AMD1,1187,901,1807,787,997,2583
13624,GTF3C6,427,354,553,258,321,1003
13625,RPF2,826,684,1110,434,604,1745
13626,REV3L,185,193,401,134,160,400
13628,TRAF3IP2,808,747,1175,732,745,2269
13629,FYN,263,215,354,267,259,709
13630,WISP3,0,0,0,0,0,2
13631,TUBE1,118,113,201,110,113,308
13633,LAMA4,32,39,48,39,17,93
13635,MARCKS,2109,2488,5440,1865,2046,5785
13636,HDAC2,3526,3248,5151,2731,3274,8980
13637,FRK,99,89,186,112,109,291
13639,NT5DC1,458,334,577,269,355,987
13640,TSPYL4,218,229,327,165,147,495
13641,TSPYL1,1829,1641,2759,1688,1439,4482
13642,DSE,1472,1425,2413,1295,1470,4361
13643,RWDD1,471,503,1165,411,487,1231
13645,KPNA5,17,21,39,7,13,49
13647,ROS1,32,26,85,42,51,135
13648,DCBLD1,499,405,637,496,509,1348
13649,GOPC,944,830,1593,881,959,2486
13650,NUS1,196,276,440,230,255,604
13651,CEP85L,97,136,204,88,103,253
13652,MCM9,105,110,202,84,90,218
13653,ASF1A,165,150,254,126,123,431
13654,FAM184A,13,14,12,9,9,36
13655,MAN1A1,75,69,134,77,75,166
13656,GJA1,2243,1896,3336,1616,1761,5221
13657,HSF2,83,95,162,63,72,155
13658,SERINC1,3197,3358,5649,2705,2536,7274
13659,PKIB,28,23,47,18,31,69
13661,RNF217,124,127,198,118,103,386
13662,TPD52L1,370,374,555,395,305,984
13663,HDDC2,321,242,412,264,277,921
13665,NCOA7,398,396,624,465,501,1223
13666,HINT3,143,208,448,145,132,426
13667,TRMT11,177,150,284,153,177,496
13668,CENPW,109,89,166,69,82,264
13669,RSPO3,0,0,1,0,0,0
13670,RNF146,275,191,371,226,236,598
13671,ECHDC1,620,542,1064,430,492,1361
13674,PTPRK,4147,3657,6001,3602,4119,11128
13675,LAMA2,24,19,56,29,31,107
13676,ARHGAP18,183,143,237,162,133,475
13677,L3MBTL3,876,639,1018,525,672,1918
13680,EPB41L2,822,701,1094,666,803,2264
13681,AKAP7,7,13,22,7,7,19
13682,MED23,579,590,961,472,557,1453
13683,ENPP3,0,1,0,0,2,0
13684,ENPP1,5,5,8,3,12,13
13685,CTGF,619,623,1035,438,485,1369
13686,MOXD1,3,1,8,1,4,10
13687,STX7,560,415,899,465,578,1443
13688,VNN1,23,17,19,56,62,154
13689,VNN3,4,3,4,20,22,45
13690,VNN2,4,1,1,6,9,10
13691,SLC18B1,121,164,236,134,140,446
13692,RPS12,8403,6750,12206,5364,6268,19606
13697,EYA4,243,233,418,200,201,621
13698,TBPL1,75,102,192,107,74,210
13699,SLC2A12,363,453,741,345,374,944
13700,SGK1,803,803,982,635,776,1906
13702,HBS1L,759,716,1260,638,673,1843
13703,MYB,2,2,3,1,4,6
13704,AHI1,73,83,87,52,66,169
13705,PDE7B,1,1,0,0,0,4
13706,MTFR2,20,22,61,25,28,50
13707,BCLAF1,2797,2376,4479,2182,2417,6857
13708,MAP7,783,822,1258,700,711,2243
13709,MAP3K5,231,223,397,185,249,546
13710,PEX7,79,66,129,78,69,204
13711,IL20RA,57,57,91,62,49,119
13712,IFNGR1,766,872,1488,1035,1095,2935
13714,TNFAIP3,907,994,1341,2723,2604,6752
13715,PERP,10819,10725,18874,9286,9362,25653
13716,HEBP2,668,680,1237,560,587,1891
13717,NHSL1,416,370,677,368,352,1016
13721,REPS1,803,757,1100,617,678,1998
13723,HECA,258,273,498,249,214,611
13725,CITED2,363,370,665,307,266,801
13726,VTA1,630,569,1122,494,525,1652
13728,HIVEP2,802,764,1243,847,927,2584
13730,ADAT2,126,106,262,134,104,271
13731,PEX3,180,157,265,138,174,444
13732,FUCA2,677,702,1086,539,686,1800
13733,PHACTR2,250,247,423,212,204,758
13734,LTV1,391,355,602,363,380,1037
13736,PLAGL1,232,172,273,191,161,532
13738,SF3B5,579,520,890,594,416,1495
13739,STX11,7,8,8,19,4,15
13740,UTRN,1449,1321,2121,1126,1143,3010
13741,EPM2A,42,24,60,14,28,107
13743,FBXO30,223,229,439,182,200,598
13744,SHPRH,206,205,395,163,177,487
13745,GRM1,3,1,3,1,3,1
13746,RAB32,315,259,380,274,258,832
13748,STXBP5,367,313,544,312,315,842
13750,SASH1,367,327,522,223,245,768
13751,UST,223,206,318,133,157,381
13752,TAB2,1272,1228,2064,1188,1159,3153
13755,PPIL4,467,459,856,465,460,1191
13756,GINM1,200,202,402,185,174,486
13757,KATNA1,239,206,350,191,264,688
13758,LATS1,360,314,606,327,319,853
13759,NUP43,195,192,303,186,187,508
13760,PCMT1,921,878,1450,854,933,2563
13761,LRP11,979,981,1943,749,813,2210
13762,RAET1E,432,382,525,300,380,1068
13763,RAET1G,353,381,477,323,339,1011
13764,ULBP2,222,234,327,265,238,785
13765,ULBP1,61,59,95,43,68,158
13767,RAET1L,53,52,75,61,61,239
13768,ULBP3,82,53,82,45,51,170
13769,PPP1R14C,592,655,1115,527,590,1363
13771,PLEKHG1,179,146,238,137,147,369
13772,MTHFD1L,488,447,696,474,488,1425
13773,AKAP12,733,620,980,688,775,2190
13774,ZBTB2,171,184,257,178,155,514
13775,RMND1,259,207,346,215,188,640
13777,ESR1,15,16,17,10,12,20
13778,SYNE1,167,137,235,116,99,287
13780,VIP,0,0,1,0,2,0
13781,FBXO5,81,62,104,38,46,158
13782,MTRF1L,135,123,303,162,119,471
13783,RGS17,21,8,22,3,17,43
13785,CNKSR3,45,24,45,24,35,69
13786,SCAF8,819,723,1325,587,690,1905
13788,TFB1M,188,164,248,138,190,531
13790,ARID1B,722,696,1015,680,558,1868
13791,TMEM242,365,270,455,257,311,868
13792,ZDHHC14,59,71,74,65,65,191
13793,SNX9,1044,840,1534,971,1000,2488
13794,SYNJ2,234,181,351,178,193,568
13795,SERAC1,122,101,165,82,97,253
13796,GTF2H5,434,451,793,372,347,1145
13797,TULP4,473,435,766,411,422,1271
13798,TMEM181,764,672,1094,591,663,1804
13799,DYNLT1,1394,981,1638,862,1052,3097
13800,SYTL3,42,41,43,27,18,58
13801,EZR,7917,7194,11885,7446,7003,22613
13803,RSPH3,202,200,298,209,195,505
13804,TAGAP,8,6,8,11,7,18
13805,FNDC1,0,0,0,0,1,6
13806,SOD2,986,818,1149,2160,2424,5796
13807,WTAP,656,546,983,680,639,1850
13808,ACAT2,1067,894,1494,924,1050,3389
13809,TCP1,2816,2538,4440,2465,2679,7656
13812,MRPL18,452,383,831,528,498,1331
13814,IGF2R,3960,3230,5019,3101,3137,8957
13816,SLC22A1,3,5,4,1,2,18
13817,SLC22A3,78,74,120,61,85,171
13819,MAP3K4,535,462,832,409,432,1218
13820,AGPAT4,190,194,280,177,182,531
13822,PACRG,0,2,0,1,0,1
13824,QKI,643,555,1133,521,675,1793
13825,PDE10A,0,0,7,1,1,3
13826,SFT2D1,98,138,320,153,121,371
13828,MPC1,90,93,203,102,101,283
13829,RPS6KA2,111,91,127,113,95,259
13831,RNASET2,108,103,147,73,99,285
13832,FGFR1OP,145,139,184,132,157,359
13834,DACT2,11,17,28,14,10,29
13835,SMOC2,7,9,13,11,3,20
13836,THBS2,63,45,74,45,39,93
13837,WDR27,65,127,168,87,101,271
13838,C6orf120,207,245,352,168,179,488
13839,PHF10,124,148,230,138,162,378
13843,DLL1,78,81,125,85,67,195
13844,FAM120B,644,520,935,541,651,1591
13845,PSMB1,1890,1618,3053,1684,1741,4676
13846,TBP,211,177,297,153,176,541
13847,PDCD2,383,406,742,339,360,1062
13848,FAM20C,71,73,124,101,77,206
13849,PDGFA,240,247,346,203,194,677
13850,PRKAR1B,159,158,224,181,159,522
13851,SUN1,1342,1289,1712,1341,1142,3332
13852,GET4,412,406,616,435,360,1103
13853,ADAP1,72,63,102,99,65,240
13854,COX19,357,371,641,370,387,966
13855,C7orf50,286,267,384,333,190,693
13857,GPR146,4,3,1,7,2,15
13859,MICALL2,344,526,498,503,250,793
13860,INTS1,656,720,1093,962,558,1821
13861,MAFK,236,285,347,339,231,771
13863,PSMG3,230,202,339,234,225,601
13867,MAD1L1,227,227,308,271,195,587
13868,NUDT1,92,68,127,117,64,274
13869,SNX8,154,130,233,183,136,436
13870,EIF3B,3443,2783,4331,3136,3128,8876
13871,CHST12,75,71,108,84,58,153
13872,LFNG,56,61,71,44,32,103
13873,BRAT1,99,134,160,142,71,260
13874,IQCE,246,245,339,224,207,626
13875,TTYH3,1158,1368,1724,1449,853,2722
13876,GNA12,620,472,912,728,645,1717
13877,CARD11,440,325,617,450,322,1091
13878,SDK1,45,36,42,33,30,73
13879,FOXK1,825,778,1106,828,638,1947
13880,AP5Z1,227,310,306,272,171,612
13881,RADIL,0,0,0,0,0,1
13883,RBAK,270,326,684,275,293,851
13884,WIPI2,870,756,1230,905,650,2331
13885,SLC29A4,23,14,25,18,12,72
13886,TNRC18,1207,1249,1774,1321,1076,3158
13887,FBXL18,602,538,845,625,468,1669
13889,ACTB,42575,38882,58581,44417,37261,122945
13890,FSCN1,2560,2508,3597,2857,1837,6238
13891,RNF216,463,386,593,444,367,1085
13893,CCZ1,104,69,73,60,57,192
13894,PMS2,306,346,527,281,299,845
13895,AIMP2,316,249,453,290,256,846
13896,EIF2AK1,1822,1547,2834,1547,1623,4739
13897,ANKRD61,1,0,5,2,3,7
13898,USP42,206,223,324,218,204,597
13899,CYTH3,574,525,855,566,492,1404
13900,FAM220A,96,90,205,98,85,224
13901,RAC1,2584,2159,3531,2326,2411,7273
13902,DAGLB,388,354,553,367,315,1021
13903,KDELR2,1828,1629,2754,1613,1796,5106
13904,GRID2IP,2,5,2,3,3,11
13906,C7orf26,92,81,144,83,74,258
13908,ZNF12,183,198,399,177,188,419
13910,CCZ1B,241,197,336,159,193,586
13912,C1GALT1,336,342,748,321,338,979
13913,COL28A1,1,5,16,4,2,4
13914,MIOS,265,264,477,262,293,813
13915,RPA3,107,89,105,69,82,264
13916,GLCCI1,87,90,126,77,61,220
13917,ICA1,185,136,267,172,146,500
13919,NDUFA4,899,764,1165,645,777,2332
13920,PHF14,641,541,796,457,588,1477
13922,TMEM106B,292,316,616,236,226,663
13923,VWDE,25,22,73,31,18,60
13924,SCIN,9,5,16,3,3,21
13925,ARL4A,109,150,243,88,111,249
13927,DGKB,1,0,5,1,1,0
13929,ISPD,12,11,24,9,8,34
13931,ANKMY2,103,116,184,69,102,312
13932,BZW2,503,424,887,443,454,1478
13933,TSPAN13,225,226,262,215,249,568
13934,AGR2,505,521,638,385,404,1109
13936,AHR,1771,1763,2979,1526,1527,4141
13937,SNX13,219,252,603,266,205,637
13938,HDAC9,376,316,516,382,392,1009
13939,TWIST1,33,23,81,39,27,106
13940,TWISTNB,258,232,451,243,219,625
13941,MACC1,1147,1241,2152,1054,1107,3455
13942,ITGB8,442,434,750,439,450,1225
13946,DNAH11,81,98,163,98,86,272
13947,CDCA7L,283,245,385,167,220,652
13948,RAPGEF5,48,98,136,52,66,171
13949,STEAP1B,4,4,16,4,7,27
13951,IL6,29,26,19,155,156,394
13952,TOMM7,1392,1170,1731,1054,1118,3768
13954,FAM126A,603,512,853,494,551,1564
13955,KLHL7,185,147,349,154,148,505
13956,NUPL2,191,214,373,190,158,531
13957,GPNMB,2384,2170,2878,1140,1239,2788
13958,MALSU1,82,86,146,72,86,249
13959,IGF2BP3,383,325,625,357,323,1047
13961,TRA2A,1189,944,1580,810,945,2795
13965,MPP6,100,99,159,86,94,246
13966,OSBPL3,1197,1093,1836,982,1052,3088
13967,CYCS,1110,865,1832,885,1001,3250
13968,C7orf31,35,29,68,37,30,76
13969,NFE2L3,161,197,423,221,258,643
13970,HNRNPA2B1,15036,13948,24556,12213,14211,39562
13971,CBX3,1325,1311,2706,1375,1318,3600
13972,SNX10,29,17,59,19,28,42
13973,SKAP2,535,447,878,448,334,1304
13974,HOXA1,121,97,124,110,84,253
13976,HOXA2,5,2,3,5,1,9
13977,HOXA3,31,25,39,26,22,86
13978,HOXA4,34,52,82,29,33,127
